study_hours,attendance,internal_marks,practice_hours,performance
5.07,88.73,85,4.5,Good
5.41,79.84,73,4.7,Good
6.1,97.08,85,4.69,Good
3.89,89.45,78,4.85,Good
2.14,76.47,57,2.38,Average
1.77,60.68,56,0.42,Poor
1.49,77.95,39,2.03,Poor
5.64,99.16,77,3.69,Good
2.02,81.94,32,1.8,Poor
1.44,47.7,61,0.57,Poor
1.46,81.02,52,1.39,Poor
4.11,81.19,87,3.02,Good
1.69,53.91,45,0.19,Poor
6.85,81.17,69,3.52,Good
2.2,83.32,61,2.52,Average
2.49,82.15,79,1.18,Average
5.37,88.62,76,4.93,Good
2.34,78.78,58,3.54,Average
4.4,79.3,64,5.0,Average
4.58,94.89,100,2.23,Good
1.15,62.38,35,2.37,Poor
2.63,85.23,70,3.8,Average
5.43,83.9,95,2.0,Good
5.01,83.71,65,4.22,Good
0.97,66.5,54,0.86,Poor
0.57,44.16,33,0.0,Poor
1.41,58.14,34,2.56,Poor
3.15,79.3,57,3.71,Average
0.99,66.7,50,0.79,Poor
4.84,91.86,76,4.84,Good
1.29,52.79,57,2.42,Poor
3.19,88.44,81,4.98,Good
3.98,92.72,69,3.05,Good
4.86,88.53,96,2.82,Good
2.37,52.36,47,1.64,Poor
1.31,83.55,41,1.21,Poor
2.38,66.33,56,0.0,Poor
3.06,78.35,42,2.85,Average
1.77,75.11,31,1.08,Poor
3.09,76.45,39,1.45,Average
1.3,84.29,34,0.0,Poor
3.31,91.93,80,3.31,Good
4.41,96.83,79,3.61,Good
4.5,83.91,83,3.66,Good
2.63,69.49,78,1.64,Average
4.22,95.92,83,4.12,Good
5.77,81.48,73,5.41,Good
0.79,73.13,58,0.77,Poor
1.42,60.0,31,1.11,Poor
4.12,93.05,91,3.94,Good
5.09,97.1,81,4.94,Good
2.53,86.54,70,3.16,Average
1.22,59.06,24,1.93,Poor
2.33,70.36,33,0.58,Poor
3.64,76.38,62,3.39,Average
4.65,87.38,90,4.65,Good
4.88,93.22,75,3.29,Good
2.88,71.96,58,2.51,Poor
2.22,67.65,56,0.0,Poor
6.61,87.56,66,4.64,Good
5.18,92.93,91,4.57,Good
3.22,88.63,62,1.56,Average
0.98,72.7,27,0.43,Poor
5.37,78.71,86,4.0,Good
1.54,63.83,35,1.12,Poor
4.23,90.81,89,4.17,Good
5.63,91.98,90,3.94,Good
2.24,88.83,56,2.95,Average
0.5,96.79,67,2.61,Average
1.34,65.14,27,0.0,Poor
1.09,60.79,53,0.17,Poor
5.58,96.72,80,2.91,Good
1.44,56.34,30,1.33,Poor
5.49,94.63,77,6.37,Good
1.41,56.13,50,1.65,Poor
3.79,89.19,79,5.06,Good
2.79,61.32,43,0.32,Poor
2.39,83.11,72,3.0,Average
4.41,91.34,84,4.53,Good
6.43,82.77,82,3.59,Good
4.31,98.22,65,3.91,Good
1.73,72.37,46,0.63,Poor
2.08,65.35,25,1.35,Poor
6.57,93.46,79,2.83,Good
1.64,83.92,56,2.86,Average
4.45,80.7,91,4.47,Good
2.08,84.28,68,2.91,Average
5.15,91.23,80,4.34,Good
4.81,91.61,98,3.79,Good
1.68,81.82,56,0.55,Average
4.16,88.26,64,4.32,Average
4.15,79.42,59,3.92,Average
4.16,86.13,72,4.03,Good
4.17,90.48,83,3.7,Good
3.76,83.87,74,2.49,Average
2.23,60.8,56,0.0,Poor
2.67,79.24,65,1.32,Average
2.33,70.82,53,3.06,Average
1.51,85.21,64,1.04,Average
4.3,85.63,72,3.51,Good
2.03,62.41,64,0.87,Poor
5.15,82.98,73,3.22,Good
3.91,60.75,75,4.18,Average
2.46,46.85,63,0.84,Poor
3.87,83.85,53,2.34,Average
1.24,59.69,46,2.24,Poor
3.49,87.61,62,1.9,Average
2.17,72.6,20,1.37,Poor
1.89,84.12,61,3.08,Average
2.66,74.48,67,2.03,Average
5.89,86.93,73,2.98,Good
5.08,90.86,98,3.3,Good
2.88,90.82,63,2.22,Average
1.23,92.7,69,1.71,Average
4.97,94.64,78,3.37,Good
2.87,53.45,41,1.01,Poor
1.0,49.36,48,1.54,Poor
6.21,90.35,74,5.09,Good
5.04,94.69,80,3.38,Good
4.43,84.66,58,3.13,Average
1.26,52.73,47,1.15,Poor
1.65,92.98,63,2.81,Average
1.21,60.07,26,0.35,Poor
4.46,93.24,78,1.97,Good
4.0,84.82,86,4.29,Good
6.27,93.21,64,4.62,Good
3.01,64.37,54,1.5,Poor
4.67,93.34,72,4.97,Good
4.42,98.71,87,4.17,Good
0.76,67.32,54,1.6,Poor
4.33,92.05,76,2.86,Good
1.58,72.05,54,0.78,Poor
6.21,83.83,74,3.2,Good
2.22,94.84,63,3.55,Average
1.84,62.56,36,1.14,Poor
4.43,87.23,74,4.6,Good
1.12,72.29,28,2.37,Poor
0.81,53.06,39,1.15,Poor
1.23,75.51,83,0.87,Average
0.93,77.02,59,0.86,Poor
5.99,80.74,86,5.46,Good
2.8,73.62,68,1.28,Average
1.32,68.59,33,0.3,Poor
1.13,44.93,35,0.37,Poor
2.75,85.2,73,1.98,Average
2.51,66.08,32,1.07,Poor
4.77,92.55,85,2.86,Good
1.13,88.17,40,0.56,Poor
1.12,85.5,50,1.42,Poor
3.79,98.27,88,4.21,Good
4.67,78.04,71,3.45,Good
4.97,98.48,70,3.18,Good
3.98,58.01,83,3.61,Average
4.88,92.49,89,4.03,Good
2.05,78.45,68,1.07,Average
4.86,84.62,82,3.87,Good
1.78,64.82,53,0.71,Poor
1.7,70.98,30,3.0,Poor
1.91,75.39,63,1.65,Average
4.68,91.28,75,1.98,Good
3.08,78.68,55,3.92,Average
0.0,53.89,57,1.16,Poor
0.92,71.41,53,3.03,Average
0.89,52.22,59,0.0,Poor
1.15,63.11,42,1.13,Poor
0.79,60.12,28,0.74,Poor
2.17,66.48,60,1.5,Poor
0.45,71.29,50,1.0,Poor
2.24,70.92,68,1.29,Poor
0.02,75.2,28,2.9,Poor
4.33,78.93,43,3.58,Average
1.68,84.24,74,2.41,Average
4.21,84.78,79,4.2,Good
1.56,70.07,48,0.85,Poor
5.01,92.2,70,4.33,Good
4.82,92.08,70,4.27,Average
2.59,76.28,63,1.52,Poor
2.21,83.28,63,1.05,Average
1.08,75.29,51,1.78,Poor
1.57,67.58,62,2.29,Average
1.52,63.08,19,1.22,Poor
3.58,80.46,55,2.2,Average
3.53,89.93,70,2.22,Average
3.55,78.55,59,1.24,Average
5.54,90.32,76,4.75,Good
3.1,84.8,62,3.05,Average
3.54,91.65,81,3.43,Good
5.24,88.49,54,1.28,Average
6.3,85.41,83,2.41,Good
1.65,81.21,56,1.17,Average
2.22,44.53,20,0.0,Poor
2.2,52.79,67,1.54,Poor
1.71,70.89,38,0.0,Poor
4.36,82.51,74,0.5,Average
1.39,84.13,76,1.76,Average
1.37,66.67,51,2.2,Poor
1.3,86.13,79,3.58,Good
4.65,77.09,53,2.65,Average
5.08,92.51,78,4.71,Good
3.35,78.57,71,2.79,Average
1.37,85.43,29,0.09,Poor
5.47,87.49,86,3.92,Good
4.56,73.85,58,2.28,Average
3.89,76.6,60,1.83,Average
0.83,85.68,77,2.09,Average
0.53,49.24,38,2.37,Poor
2.66,83.77,62,1.83,Average
1.75,72.07,62,4.55,Average
0.78,73.92,56,1.06,Poor
4.4,90.75,79,4.85,Good
2.87,92.26,76,2.7,Good
4.49,73.34,49,1.27,Average
4.9,88.89,74,4.81,Good
1.53,64.83,48,1.61,Poor
1.69,56.95,40,1.36,Poor
5.17,95.78,66,4.25,Good
3.8,75.92,62,1.72,Average
3.85,89.07,85,3.65,Good
3.3,82.7,55,1.68,Poor
3.15,70.13,59,2.5,Average
2.05,54.06,44,0.0,Poor
4.17,88.92,92,5.07,Good
1.26,68.4,57,0.55,Poor
2.59,81.79,70,1.4,Average
1.86,77.49,40,1.28,Poor
5.96,86.84,73,4.24,Good
3.42,75.62,60,2.55,Average
5.12,95.2,70,3.02,Good
2.04,83.61,77,0.86,Average
3.28,87.11,69,2.62,Average
0.27,56.64,49,1.04,Poor
3.49,86.46,75,4.98,Good
2.88,68.29,67,2.06,Average
5.45,96.27,82,3.76,Good
4.07,90.82,76,4.04,Good
2.18,75.63,72,1.75,Average
1.56,46.65,69,0.72,Poor
3.7,69.18,67,2.21,Average
4.89,67.14,72,1.96,Average
4.23,100.0,76,3.14,Good
1.57,83.81,64,2.1,Average
3.94,81.48,64,3.27,Average
1.98,71.16,47,1.13,Poor
5.2,86.7,79,3.95,Good
5.1,96.38,81,3.05,Good
4.6,92.55,83,3.83,Good
2.19,76.04,57,4.3,Average
4.5,87.43,78,4.03,Good
3.58,73.35,58,0.5,Average
2.38,72.43,78,2.27,Average
2.7,81.24,70,1.22,Average
2.8,78.38,50,2.16,Average
4.36,73.73,76,2.9,Average
2.91,82.92,66,4.89,Average
2.66,81.98,57,2.18,Average
4.75,92.62,77,4.61,Good
4.22,92.37,65,2.59,Good
6.09,88.34,87,5.0,Good
3.43,92.14,82,5.03,Good
4.76,95.82,92,3.81,Good
3.54,92.56,84,4.13,Good
1.99,76.39,53,0.85,Poor
1.45,59.94,24,2.55,Poor
2.92,73.21,83,2.63,Average
4.9,76.68,78,1.59,Average
3.56,86.02,73,1.53,Average
1.9,49.23,47,1.94,Poor
5.94,87.9,79,4.31,Good
4.76,87.62,68,4.08,Good
2.39,85.24,67,1.49,Average
1.31,67.47,47,2.04,Poor
3.94,89.56,67,4.6,Good
5.69,95.56,88,3.61,Good
2.71,86.23,84,3.24,Good
4.5,75.41,68,1.78,Average
1.78,62.06,30,2.27,Poor
0.84,46.38,42,1.34,Poor
5.28,91.96,92,4.43,Good
6.15,82.19,87,2.47,Good
5.18,92.97,77,4.62,Good
4.49,93.76,62,4.72,Good
3.76,100.0,85,3.22,Good
3.18,91.63,43,2.03,Average
0.71,70.8,42,0.35,Poor
6.08,94.63,72,5.42,Good
5.93,87.99,79,3.65,Good
4.35,82.33,83,3.56,Good
2.14,78.77,72,3.92,Average
3.39,85.52,67,2.15,Average
2.38,57.86,32,0.8,Poor
1.37,71.12,39,1.25,Poor
2.85,72.64,67,3.06,Average
4.38,92.57,75,3.35,Good
6.19,88.36,73,4.45,Good
0.5,78.93,67,2.79,Average
1.81,88.0,70,1.11,Poor
0.95,64.68,45,0.07,Poor
3.33,73.59,60,3.45,Average
1.92,68.43,56,0.6,Average
0.71,65.84,49,1.25,Poor
5.53,91.67,78,3.61,Good
3.21,86.4,64,2.56,Good
1.12,66.2,68,0.22,Poor
4.8,89.13,72,4.34,Good
4.77,81.5,72,3.71,Good
1.73,79.7,66,2.84,Average
5.25,84.77,78,5.09,Good
1.8,63.98,15,2.36,Poor
5.01,84.06,72,4.31,Good
4.49,94.36,76,4.27,Good
5.18,85.86,76,5.01,Good
1.06,77.7,52,2.73,Average
4.55,96.89,97,4.16,Good
3.13,87.5,68,2.4,Average
8.0,85.91,86,4.78,Good
0.06,53.35,71,1.55,Poor
1.65,68.09,54,0.87,Poor
5.12,100.0,79,3.35,Good
2.85,75.96,55,3.58,Average
4.99,80.26,84,5.65,Good
3.95,81.88,75,2.38,Average
1.98,59.35,30,1.04,Poor
2.2,77.16,51,3.38,Average
2.52,73.19,65,2.67,Average
0.88,60.52,30,2.21,Poor
6.84,92.12,87,4.28,Good
3.64,90.19,82,2.8,Good
4.98,85.65,66,2.75,Average
4.89,83.94,72,4.14,Good
1.03,75.7,77,2.82,Average
1.67,57.65,55,0.0,Poor
4.22,76.96,68,2.3,Average
1.61,69.55,54,0.66,Poor
2.22,71.69,57,4.06,Average
6.0,68.18,56,3.58,Average
0.89,57.18,50,1.37,Poor
1.4,68.82,34,0.0,Poor
1.49,69.94,48,0.9,Poor
0.89,65.63,37,0.69,Poor
3.72,83.17,79,2.44,Average
2.37,79.31,65,2.67,Average
1.61,86.43,63,2.98,Average
4.05,87.25,79,4.19,Good
1.26,50.92,42,2.73,Poor
5.64,88.69,72,4.12,Good
1.48,58.96,33,0.91,Poor
3.41,83.56,58,3.31,Average
4.51,91.25,77,1.7,Good
1.7,64.14,37,0.28,Poor
1.09,71.29,53,4.11,Average
3.69,80.02,84,3.41,Average
5.58,85.32,79,3.45,Good
2.82,51.83,20,0.38,Poor
0.82,68.13,63,0.0,Poor
2.45,79.36,35,2.18,Poor
0.87,70.05,61,1.08,Poor
1.61,79.75,66,2.33,Average
2.03,87.08,54,1.68,Average
1.5,52.65,40,0.88,Poor
5.51,92.13,88,2.62,Good
2.14,89.28,38,1.66,Poor
0.5,88.63,72,3.49,Average
5.78,90.6,74,2.63,Good
1.81,59.77,20,1.38,Poor
5.52,93.9,73,4.17,Good
3.13,67.9,71,2.79,Average
0.0,67.52,68,1.01,Poor
4.78,85.69,74,3.44,Good
3.28,87.69,53,1.52,Average
3.03,86.75,59,3.35,Average
1.28,74.32,70,4.02,Average
3.6,87.95,75,3.64,Good
2.26,58.2,58,0.3,Poor
6.01,97.21,77,3.11,Good
6.41,85.47,83,5.38,Good
4.43,79.68,72,2.51,Average
2.84,65.28,57,4.07,Average
1.73,67.1,34,0.62,Poor
4.06,83.04,74,4.04,Good
5.74,86.85,81,2.48,Good
1.11,78.8,56,1.09,Poor
1.41,54.29,58,1.47,Poor
1.8,60.31,47,0.07,Poor
3.83,81.12,81,4.64,Good
2.48,79.65,46,3.27,Average
1.91,66.66,47,0.94,Poor
1.88,47.74,45,1.91,Poor
3.8,72.65,67,1.34,Average
5.2,98.36,84,3.66,Good
5.41,88.59,78,5.19,Good
4.57,88.63,87,3.99,Good
5.1,93.71,83,3.3,Good
2.56,83.65,74,2.92,Average
3.44,82.89,64,0.73,Average
5.85,86.37,83,3.46,Good
4.89,88.92,76,3.6,Good
4.32,86.24,82,4.49,Good
3.78,81.22,83,3.21,Good
2.22,79.34,62,2.85,Average
1.0,73.23,36,0.13,Poor
1.49,57.76,40,1.52,Poor
0.91,65.49,33,0.09,Poor
2.04,53.97,57,0.63,Poor
3.82,81.38,81,1.48,Average
1.33,53.59,65,0.0,Poor
4.61,90.25,75,5.24,Good
1.81,64.87,49,1.21,Poor
3.83,95.13,90,4.37,Good
3.79,74.47,45,2.69,Average
1.14,80.58,39,0.46,Poor
1.56,55.44,40,0.0,Poor
2.55,72.1,72,3.18,Average
3.15,94.8,73,1.91,Average
4.62,90.4,100,4.22,Good
4.53,94.6,75,4.07,Good
5.8,84.52,76,3.98,Good
2.98,87.17,57,4.19,Average
1.37,74.14,49,1.1,Poor
5.07,86.23,76,2.73,Good
0.65,78.1,52,1.74,Poor
7.55,83.53,70,4.29,Good
2.99,91.83,73,5.93,Good
5.31,88.41,87,4.69,Good
2.87,80.92,42,1.58,Average
2.26,74.77,47,1.29,Poor
4.55,88.22,79,4.44,Good
1.81,78.5,73,0.5,Average
1.95,96.82,68,2.47,Average
4.04,93.34,95,2.47,Good
1.97,63.29,36,1.25,Poor
0.61,67.37,59,1.55,Poor
0.93,80.29,47,0.5,Poor
1.08,74.5,51,1.08,Poor
2.42,65.21,20,2.54,Poor
4.97,87.64,78,5.09,Good
2.11,53.27,42,1.1,Poor
1.65,83.36,54,0.42,Poor
0.39,66.18,30,1.24,Poor
4.9,95.4,83,4.8,Good
6.08,91.18,73,5.17,Good
1.82,59.54,24,0.73,Poor
1.62,70.27,59,0.97,Poor
2.61,91.72,79,3.87,Average
1.26,43.94,47,1.52,Poor
3.07,78.01,59,2.48,Average
2.43,71.94,47,0.62,Poor
5.09,88.17,79,3.1,Good
2.12,73.21,67,1.91,Average
4.31,82.24,81,3.6,Good
3.01,80.37,48,0.85,Average
1.36,71.09,50,0.0,Poor
0.71,77.35,72,1.93,Average
5.33,93.32,63,2.51,Good
3.0,73.37,50,1.36,Average
3.08,89.6,65,2.74,Average
3.82,83.67,55,2.83,Average
4.77,91.41,73,2.43,Good
2.33,68.51,48,0.88,Poor
3.87,91.66,85,3.42,Good
4.75,91.81,85,4.47,Good
5.23,87.35,70,3.58,Good
4.42,77.15,68,1.55,Average
3.68,77.05,63,2.17,Average
5.07,89.24,77,3.33,Good
4.8,80.09,63,3.95,Average
5.33,87.71,61,4.34,Good
1.24,74.39,9,1.34,Poor
2.97,76.6,64,2.07,Average
4.47,96.25,80,1.0,Good
5.32,88.62,90,3.46,Good
5.12,86.9,90,4.34,Good
5.13,96.59,90,3.6,Good
5.03,96.05,84,5.3,Good
0.9,67.81,40,2.22,Poor
7.18,91.18,89,3.34,Good
0.63,70.99,43,1.75,Poor
3.05,75.99,65,2.05,Average
1.44,71.82,47,0.77,Poor
3.81,94.38,79,2.69,Average
6.11,89.35,78,3.41,Good
1.53,75.43,45,1.34,Poor
5.3,88.1,76,3.01,Good
4.2,89.78,89,3.24,Good
2.89,73.62,70,1.09,Average
2.67,64.52,58,3.45,Average
4.37,84.58,59,2.09,Average
0.83,61.72,40,0.83,Poor
3.72,87.81,75,1.34,Average
3.66,81.08,54,3.04,Average
4.71,85.63,82,4.28,Good
6.62,92.42,66,4.81,Good
2.14,68.72,65,2.01,Average
3.94,79.05,48,1.62,Average
4.44,98.26,90,6.15,Good
0.86,69.4,56,1.62,Poor
2.32,60.39,42,0.89,Poor
2.02,68.13,47,1.53,Poor
2.78,64.81,64,2.17,Poor
4.83,92.81,78,4.58,Good
4.78,84.48,75,2.82,Good
3.08,76.44,64,2.57,Average
2.01,89.36,54,3.55,Average
5.37,92.28,88,5.24,Good
3.7,74.08,59,2.09,Average
1.8,81.61,67,1.53,Average
0.37,55.99,28,2.78,Poor
2.7,70.64,18,0.0,Poor
0.95,47.22,49,0.0,Poor
0.59,84.19,71,0.5,Average
1.19,74.0,58,1.05,Average
2.75,75.84,76,2.02,Average
0.58,54.04,52,0.34,Poor
4.54,83.03,53,1.19,Average
3.31,57.57,73,1.8,Average
4.56,90.97,87,4.49,Good
1.68,72.13,71,0.96,Poor
5.18,92.23,72,4.03,Good
2.9,89.53,61,4.43,Average
4.59,85.9,79,5.07,Good
4.32,72.92,75,3.73,Average
6.31,90.02,73,6.37,Good
3.51,80.31,61,1.68,Average
0.2,58.34,45,0.63,Poor
4.31,94.42,73,3.81,Good
2.26,70.31,43,1.87,Poor
4.02,70.53,58,2.64,Average
5.98,84.65,56,3.17,Good
3.97,89.23,71,1.42,Average
4.41,87.75,72,5.33,Good
2.69,80.0,69,4.06,Average
2.77,81.5,60,2.57,Average
4.15,88.56,79,6.66,Good
1.62,87.96,39,0.45,Poor
4.3,94.99,57,4.14,Good
3.29,95.74,69,4.03,Good
1.01,44.12,58,0.22,Poor
2.2,67.91,51,1.94,Poor
2.17,83.92,70,3.55,Average
1.41,83.48,55,1.38,Poor
1.52,67.5,48,1.21,Poor
1.94,65.07,55,0.22,Poor
1.06,60.99,62,1.75,Poor
0.76,57.06,52,0.84,Poor
3.83,87.63,64,1.71,Average
1.41,44.32,39,1.09,Poor
1.77,72.17,66,4.1,Average
5.44,80.42,85,4.17,Good
0.55,60.24,33,1.24,Poor
2.11,78.11,68,2.06,Average
2.93,88.84,51,0.73,Average
3.84,94.99,69,4.45,Good
1.2,65.59,47,1.97,Poor
4.64,95.89,79,2.59,Good
3.11,76.93,65,2.33,Average
0.8,66.52,63,1.31,Poor
1.28,74.29,47,0.52,Poor
0.87,73.75,25,1.0,Poor
1.26,67.2,66,1.48,Poor
3.59,89.57,50,1.81,Average
5.76,95.57,67,4.31,Good
5.73,87.35,83,4.27,Good
2.96,81.44,55,3.51,Average
3.57,88.85,77,4.22,Good
5.31,82.16,73,4.17,Good
2.22,68.28,51,2.19,Poor
6.14,79.53,59,4.1,Good
4.36,88.19,73,1.9,Good
2.64,77.03,64,1.88,Average
3.72,84.85,75,3.04,Average
5.51,90.38,85,3.28,Good
0.98,64.42,44,0.72,Poor
3.86,90.88,92,4.86,Good
1.77,57.45,43,0.65,Poor
3.91,78.92,63,1.82,Average
5.39,94.11,78,5.09,Good
5.13,100.0,79,3.58,Good
1.3,85.95,61,1.65,Average
0.23,74.37,17,1.53,Poor
5.66,88.02,75,3.04,Good
1.27,63.39,35,0.38,Poor
4.07,76.65,60,2.5,Average
2.67,86.0,69,3.03,Average
0.92,67.65,35,0.56,Poor
5.6,84.72,90,4.72,Good
4.6,83.06,54,0.94,Average
2.35,77.63,51,3.42,Average
1.54,90.0,52,1.02,Poor
3.65,92.73,78,4.27,Good
5.14,91.11,87,3.88,Good
6.45,87.13,82,4.86,Good
2.01,67.24,79,3.44,Average
1.11,74.12,42,1.31,Poor
3.65,83.35,69,2.2,Average
2.11,62.95,58,1.71,Poor
2.81,94.55,81,2.82,Good
5.97,85.94,72,5.16,Good
1.25,49.77,19,1.11,Poor
2.29,76.1,72,1.06,Poor
5.13,87.53,58,2.31,Average
0.04,35.77,60,1.4,Poor
1.38,81.35,59,0.5,Average
3.84,64.29,59,4.3,Average
6.6,89.36,94,2.5,Good
3.52,89.65,92,3.17,Good
1.53,60.78,50,0.0,Poor
3.56,87.98,52,2.18,Average
1.59,46.19,41,1.06,Poor
4.33,85.26,98,2.96,Good
5.52,81.45,71,3.42,Good
4.11,91.09,82,4.31,Good
6.36,96.84,74,4.68,Good
6.06,94.8,84,3.92,Good
0.85,60.12,54,2.13,Poor
2.97,82.79,62,3.58,Average
1.5,60.0,46,1.55,Poor
3.62,95.14,82,2.72,Good
4.26,86.01,77,2.0,Good
5.07,84.32,65,1.89,Average
1.09,79.44,79,2.5,Average
4.11,66.48,66,3.02,Average
1.84,66.49,43,0.98,Poor
5.77,91.07,78,4.85,Good
5.73,82.88,97,4.72,Good
7.22,90.84,79,5.07,Good
2.26,62.93,54,1.51,Poor
3.97,84.06,72,2.04,Average
1.3,74.47,55,0.14,Poor
4.2,78.46,62,0.93,Average
4.12,96.94,62,3.87,Good
6.46,97.1,76,4.67,Good
4.07,74.88,60,2.37,Average
4.09,100.0,71,3.36,Good
5.5,94.95,73,4.48,Good
3.24,92.2,65,1.09,Average
1.19,71.4,49,1.3,Poor
2.69,84.12,74,1.64,Average
2.39,81.53,59,1.87,Average
1.08,73.39,39,0.98,Poor
5.89,92.38,86,3.52,Good
1.53,50.89,44,1.07,Poor
2.01,94.37,87,3.19,Good
5.91,93.4,73,4.23,Good
6.38,85.96,76,4.18,Good
3.59,73.96,67,2.58,Average
6.1,82.42,74,4.91,Good
2.99,73.08,67,1.86,Average
7.05,94.41,92,2.72,Good
2.79,83.51,65,1.28,Average
2.45,66.03,74,2.69,Average
5.97,100.0,87,4.93,Good
4.46,94.62,85,4.13,Good
0.84,63.68,29,0.74,Poor
6.24,80.56,72,5.07,Good
2.59,83.86,65,3.15,Average
3.78,84.29,64,1.11,Average
4.41,87.4,66,5.06,Good
5.08,89.02,90,1.57,Good
2.03,71.27,28,1.98,Poor
5.83,80.72,95,5.05,Good
0.36,65.87,38,0.65,Poor
1.45,59.14,57,0.25,Poor
5.45,83.12,66,5.09,Good
6.35,89.81,98,2.74,Good
0.53,57.45,46,0.0,Poor
3.02,89.63,64,2.52,Average
1.47,83.51,56,0.0,Poor
7.49,91.31,79,2.44,Good
4.21,86.87,44,3.25,Average
3.86,85.07,81,4.77,Good
4.67,82.89,69,4.11,Good
1.65,87.98,63,2.6,Average
2.07,69.71,60,1.15,Poor
1.63,43.94,49,0.45,Poor
5.32,95.97,66,3.36,Good
4.54,88.09,62,5.44,Good
3.62,75.82,54,1.29,Average
4.92,88.8,88,4.3,Good
1.99,69.74,63,2.74,Average
4.21,81.23,65,2.5,Average
4.24,83.1,70,2.65,Average
1.59,87.08,85,2.54,Average
1.08,52.49,33,0.09,Poor
2.0,44.04,55,0.82,Poor
2.23,90.41,78,0.5,Average
2.28,71.85,65,2.33,Average
5.78,87.27,79,1.91,Good
0.0,51.09,31,1.48,Poor
5.64,86.14,84,2.98,Good
5.25,96.51,89,5.04,Good
1.45,53.23,39,0.93,Poor
4.26,86.0,71,3.45,Average
2.41,64.29,61,3.94,Average
5.15,85.6,79,4.04,Good
3.69,81.93,67,3.49,Average
0.92,77.18,61,1.09,Poor
4.78,90.9,94,3.28,Good
6.4,90.04,73,4.45,Good
1.85,70.33,45,1.82,Poor
2.34,84.9,67,2.53,Average
0.0,56.5,51,1.58,Poor
1.17,57.07,21,1.08,Poor
1.05,58.94,41,0.31,Poor
6.66,80.26,77,3.39,Good
6.02,91.2,73,2.75,Good
3.85,82.28,87,5.02,Good
2.13,56.05,48,0.62,Poor
4.74,93.18,89,5.17,Good
0.95,62.17,46,1.02,Poor
4.08,69.31,55,3.19,Average
1.34,56.66,54,1.5,Poor
5.2,84.07,76,4.48,Good
4.06,92.61,69,2.47,Good
5.08,87.85,90,5.85,Good
1.55,62.58,37,1.24,Poor
1.48,51.86,59,0.57,Poor
4.17,84.37,60,3.04,Average
5.02,86.63,73,5.82,Good
4.67,72.55,48,2.27,Average
6.08,91.05,77,5.27,Good
2.83,77.24,63,3.65,Average
1.47,64.33,39,1.28,Poor
4.5,82.64,71,4.3,Good
6.16,89.65,82,4.09,Good
4.04,93.91,74,4.44,Good
1.54,67.21,45,2.19,Poor
1.5,54.67,33,1.2,Poor
4.18,95.21,86,2.86,Good
4.62,87.69,76,3.46,Good
3.16,57.89,52,1.43,Poor
0.25,63.11,36,0.76,Poor
5.05,88.42,84,3.41,Good
0.95,73.66,48,0.87,Poor
1.47,76.38,55,0.0,Poor
2.58,82.54,73,4.61,Good
5.46,86.25,90,4.25,Good
3.0,86.02,65,1.85,Average
6.71,82.2,76,3.04,Good
2.86,77.78,64,2.39,Average
3.03,77.67,55,3.4,Average
2.28,63.98,56,1.1,Poor
2.17,67.84,76,0.0,Poor
2.57,82.24,64,1.58,Average
2.23,63.54,45,0.0,Poor
4.06,85.59,67,1.16,Average
1.48,77.18,41,1.24,Poor
2.24,79.99,70,1.53,Average
2.86,91.07,68,2.94,Average
2.37,81.67,37,0.31,Poor
5.65,92.2,81,2.41,Good
1.08,73.12,52,0.0,Poor
4.79,94.21,70,4.36,Good
3.92,87.73,80,2.94,Good
3.19,84.71,71,2.74,Good
3.36,91.54,80,6.1,Good
3.19,77.65,62,4.73,Average
3.49,88.63,64,3.7,Average
2.14,69.36,43,1.05,Poor
1.81,83.71,68,3.28,Average
4.87,85.66,72,6.31,Good
1.63,69.42,35,0.0,Poor
1.64,66.33,34,1.74,Poor
2.75,84.7,61,4.07,Average
0.58,57.38,60,1.33,Poor
3.02,71.88,56,2.79,Average
0.26,59.68,56,2.28,Poor
7.11,93.36,79,3.55,Good
1.3,67.52,61,1.27,Poor
2.28,99.68,84,2.18,Good
5.7,85.58,69,5.21,Good
1.43,59.92,28,2.32,Poor
3.8,88.51,61,1.88,Average
0.72,51.46,41,0.32,Poor
2.15,62.99,34,0.58,Poor
0.92,48.92,47,1.2,Poor
4.32,86.29,80,4.34,Good
2.79,80.84,69,2.44,Average
4.66,82.7,83,4.77,Good
2.9,96.19,72,2.23,Average
4.06,90.73,83,3.37,Good
3.63,90.39,95,2.96,Good
1.9,84.03,36,0.91,Poor
1.29,59.34,62,1.1,Poor
5.13,88.65,74,3.76,Good
2.05,64.72,41,0.98,Poor
3.14,81.8,74,1.54,Average
5.26,90.08,80,4.17,Good
4.05,79.86,57,2.29,Average
5.67,84.78,94,3.27,Good
0.66,76.93,67,0.86,Poor
0.95,76.4,84,0.94,Average
3.11,80.03,58,2.18,Average
0.38,89.64,55,0.34,Poor
4.17,89.88,63,2.4,Average
2.17,85.48,77,2.33,Average
1.88,63.07,56,0.49,Poor
2.1,57.05,66,0.37,Poor
3.31,81.68,69,5.3,Good
2.25,82.06,48,4.18,Average
5.87,86.2,62,2.26,Good
1.72,71.45,46,0.31,Poor
4.22,85.99,66,2.7,Average
5.89,80.42,84,4.41,Good
2.65,76.9,62,4.26,Average
5.42,85.58,88,4.13,Good
0.88,64.59,55,1.05,Poor
2.68,76.37,51,1.13,Average
